,player,team,pos,age,games,g_start,pass_cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,fumbles,fumbles_lost,all_td,two_pt_md,two_pt_pass,fpts,fpts_ppr,dk_pts,fd_pts,vbd,fantasy_rank_pos,fantasy_rank_overall
342,John Conner,NYJ,RB,23,16,0,0,0,0,0,0,8,44,5.50,1,4,2,9,4.50,0,0,,1,,,11,13.3,13.3,12.3,,96,
343,Kevin Faulk,NWE,RB,34,2,2,0,0,0,0,0,8,45,5.63,0,10,6,62,10.33,0,0,,0,,,11,16.7,16.7,13.7,,99,
344,Jerome Felton,DET,RB,24,16,2,0,0,0,0,0,22,76,3.45,0,15,8,54,6.75,0,1,1,0,,,11,19.0,20.0,15.0,,98,
345,Chris Gronkowski,DAL,RB,24,14,7,0,0,0,0,0,5,17,3.40,0,14,7,35,5.00,1,0,,1,,,11,18.2,18.2,14.7,,97,
346,Donte' Stallworth,BAL,WR,30,8,0,0,0,0,0,0,5,45,9.00,0,5,2,82,41.00,0,1,1,0,,,11,12.7,13.7,11.7,,141,
347,Jonathan Stupar,BUF,TE,26,16,3,0,0,0,0,0,0,0,,0,13,12,111,9.25,0,1,,0,,,11,23.1,26.1,17.1,,64,
348,Tiquan Underwood,JAX,WR,23,10,0,0,0,0,0,0,0,0,,0,22,8,111,13.88,0,0,,0,,,11,19.1,22.1,15.1,,139,
349,Roydell Williams,WAS,WR,29,16,0,0,0,0,0,0,0,0,,0,18,8,109,13.63,0,0,,0,,,11,18.9,21.9,14.9,,140,
350,Aaron Brown,DET,RB,25,6,0,0,0,0,0,0,17,58,3.41,0,13,8,45,5.63,0,0,,0,,,10,18.3,18.3,14.3,,102,
351,James Casey,HOU,RB,26,16,4,0,0,0,0,0,0,0,,0,14,8,98,12.25,0,0,,0,,,10,17.8,17.8,13.8,,106,
352,Heath Evans,NOR,RB,32,16,6,0,0,0,0,0,2,2,1.00,0,11,7,41,5.86,1,0,,1,,,10,17.3,17.3,13.8,,103,
353,Ahmard Hall,TEN,RB,31,16,4,0,0,0,0,0,1,1,1.00,0,20,15,100,6.67,0,0,,0,,,10,25.1,28.1,17.6,,104,
354,Will Heller,DET,TE,29,16,5,0,0,0,0,0,0,0,,0,5,4,37,9.25,1,0,,1,,,10,13.7,13.7,11.7,,67,
355,Max Komar,ARI,WR,23,8,0,0,0,0,0,0,0,0,,0,22,12,117,9.75,0,3,1,0,,,10,21.7,25.7,15.7,,145,
356,Brandon Manumaleuna,CHI,TE,30,16,13,0,0,0,0,0,0,0,,0,7,5,43,8.60,1,0,,1,,,10,15.3,15.3,12.8,,66,
357,David Martin ,BUF,TE,31,16,9,0,0,0,0,0,0,0,,0,8,7,43,6.14,1,0,,1,,,10,17.3,17.3,13.8,,65,
358,Chaz Schilens,OAK,WR,25,5,0,0,0,0,0,0,0,0,,0,9,5,40,8.00,1,0,,1,,,10,15.0,15.0,12.5,,143,
359,Steve Slaton,HOU,RB,24,12,1,0,0,0,0,0,19,93,4.89,0,4,3,11,3.67,0,0,,0,,,10,13.4,13.4,11.9,,101,
360,Naufahu Tahi,MIN,RB,29,15,7,0,0,0,0,0,1,1,1.00,0,6,6,39,6.50,1,0,,1,,,10,16.0,16.0,13.0,,105,
361,Stephen Williams,ARI,WR,24,11,3,0,0,0,0,0,0,0,,0,23,9,101,11.22,0,0,,0,,,10,19.1,22.1,14.6,,142,
362,Dominique Zeigler,SFO,WR,26,11,0,0,0,0,0,0,0,0,,0,15,9,98,10.89,0,0,,0,,,10,18.8,18.8,14.3,,144,
363,Dennis Dixon,PIT,QB,25,2,2,22,32,254,0,1,5,32,6.40,0,0,0,0,,0,2,1,0,,,9,9.4,11.4,10.4,,55,
364,Vonta Leach,HOU,RB,29,16,5,0,0,0,0,0,0,0,,0,15,8,91,11.38,0,0,,0,,,9,17.1,17.1,13.1,,107,
365,Michael Palmer,ATL,TE,22,14,1,0,0,0,0,0,0,0,,0,8,5,29,5.80,1,0,,1,,,9,13.9,13.9,11.4,,68,
366,Adrian Arrington,NOR,WR,25,1,0,0,0,0,0,0,0,0,,0,9,7,79,11.29,0,0,,0,,,8,14.9,14.9,11.4,,146,
367,Kellen Davis,CHI,TE,25,16,3,0,0,0,0,0,0,0,,0,2,1,19,19.00,1,0,,1,,,8,8.9,8.9,8.4,,70,
368,Josh Johnson,TAM,QB,24,11,0,14,16,111,0,0,4,39,9.75,0,1,0,0,,0,0,,0,,,8,8.3,8.3,8.3,,56,
369,Corey McIntyre,BUF,RB,31,16,7,0,0,0,0,0,4,5,1.25,1,8,4,32,8.00,0,1,1,1,,,8,11.7,12.7,9.7,,110,
370,Brandon Myers,OAK,TE,25,15,3,0,0,0,0,0,0,0,,0,16,12,80,6.67,0,1,,0,,,8,20.0,20.0,14.0,,69,
371,David Reed,BAL,WR,23,13,0,0,0,0,0,0,1,15,15.00,0,1,0,0,,0,0,,1,,,8,7.5,7.5,7.5,,147,
372,Keith Toston,STL,RB,23,16,0,0,0,0,0,0,19,54,2.84,0,2,2,29,14.50,0,0,,0,,,8,10.3,10.3,9.3,,108,
373,Darrel Young,WAS,RB,23,16,0,0,0,0,0,0,4,19,4.75,0,1,1,3,3.00,1,0,,1,,,8,9.2,9.2,8.7,,109,
374,Kellen Clemens,NYJ,QB,27,1,0,1,2,6,0,0,2,9,4.50,1,0,0,0,,0,0,,1,,,7,7.1,7.1,7.1,,57,
375,Anthony Gonzalez,IND,WR,26,2,0,0,0,0,0,0,0,0,,0,9,5,67,13.40,0,0,,0,,,7,11.7,11.7,9.2,,149,
376,Dan Gronkowski,DEN,TE,25,12,4,0,0,0,0,0,0,0,,0,13,8,65,8.13,0,0,,0,,,7,14.5,14.5,10.5,,76,
377,Bear Pascoe,NYG,TE,24,15,11,0,0,0,0,0,0,0,,0,13,9,72,8.00,0,0,,0,,,7,16.2,16.2,11.7,,73,
378,Logan Paulsen,WAS,TE,23,11,0,0,0,0,0,0,0,0,,0,2,2,10,5.00,1,0,,1,,,7,9.0,9.0,8.0,,75,
379,Gijon Robinson,IND,TE,26,11,2,0,0,0,0,0,0,0,,0,7,3,12,4.00,1,0,,1,,,7,10.2,10.2,8.7,,74,
380,Kory Sperry ,SDG,TE,25,7,1,0,0,0,0,0,0,0,,0,4,4,73,18.25,0,0,,0,,,7,11.3,11.3,9.3,,71,
381,Brian St. Pierre,CAR,QB,31,1,1,13,28,173,1,2,0,0,,0,0,0,0,,0,0,,0,,,7,6.9,8.9,8.9,,58,
382,Brett Swain,GNB,WR,25,16,1,0,0,0,0,0,0,0,,0,9,6,72,12.00,0,0,,0,,,7,13.2,13.2,10.2,,148,
383,Josh Vaughan,CAR,RB,24,3,0,0,0,0,0,0,3,7,2.33,1,0,0,0,,0,0,,1,,,7,6.7,6.7,6.7,,112,
384,Kris Wilson,SDG,TE,29,14,7,0,0,0,0,0,0,0,,0,,6,73,12.17,0,1,,0,,,7,13.3,13.3,10.3,,72,
385,Jason Wright,ARI,RB,28,15,1,0,0,0,0,0,6,28,4.67,0,16,8,42,5.25,0,1,,0,,,7,15.0,15.0,11.0,,111,
386,Ramses Barden,NYG,WR,24,6,0,0,0,0,0,0,0,0,,0,7,5,64,12.80,0,0,,0,,,6,11.4,11.4,8.9,,150,
387,Tom Crabtree,GNB,TE,25,16,1,0,0,0,0,0,0,0,,0,7,4,61,15.25,0,0,,0,,,6,10.1,10.1,8.1,,77,
388,Tony Fiammetta,CAR,RB,24,14,9,0,0,0,0,0,7,22,3.14,0,10,5,34,6.80,0,0,,0,,,6,10.6,10.6,8.1,,113,
389,Lavelle Hawkins,TEN,WR,24,6,0,0,0,0,0,0,0,0,,0,6,5,61,12.20,0,0,,0,,,6,11.1,11.1,8.6,,152,
390,Brian Hoyer ,NWE,QB,25,5,0,7,15,122,1,1,10,-8,-0.80,0,0,0,0,,0,0,,0,,,6,6.1,7.1,7.1,,59,
391,Roberto Wallace,MIA,WR,24,12,0,0,0,0,0,0,0,0,,0,10,6,62,10.33,0,0,,0,,,6,12.2,12.2,9.2,,151,
392,Terrence Austin,WAS,WR,22,5,0,0,0,0,0,0,0,0,,0,5,3,47,15.67,0,0,,0,,,5,7.7,7.7,6.2,,154,
393,Tim Castille,KAN,RB,26,10,4,0,0,0,0,0,5,3,0.60,0,12,10,43,4.30,0,0,,0,,,5,14.6,14.6,9.6,,115,
394,Jim Dray,ARI,TE,24,16,3,0,0,0,0,0,0,0,,0,9,3,47,15.67,0,0,,0,,,5,7.7,7.7,6.2,,78,
395,Ryan Grant,GNB,RB,28,1,1,0,0,0,0,0,8,45,5.63,0,0,0,0,,0,0,,0,,,5,4.5,4.5,4.5,,116,
396,David Johnson ,PIT,TE,23,16,5,0,0,0,0,0,0,0,,0,6,4,46,11.50,0,0,,0,,,5,8.6,8.6,6.6,,79,
397,Greg Jones,JAX,RB,29,16,13,0,0,0,0,0,2,4,2.00,0,11,11,47,4.27,0,0,,0,,,5,16.1,16.1,10.6,,114,
398,Luke McCown,JAX,QB,29,1,0,11,19,120,0,0,1,4,4.00,0,0,0,0,,0,0,,0,,,5,5.2,5.2,5.2,,60,
399,Preston Parker,TAM,WR,23,9,0,0,0,0,0,0,1,7,7.00,0,9,4,42,10.50,0,0,,0,,,5,8.9,8.9,6.9,,153,
400,Richard Bartel,ARI,QB,27,1,0,16,28,150,0,1,0,0,,0,0,0,0,,0,0,,0,,,4,4.0,5.0,5.0,,61,
401,Eldra Buckley,PHI,RB,25,16,0,0,0,0,0,0,21,67,3.19,0,2,1,10,10.00,0,1,2,0,,,4,4.7,6.7,4.2,,121,
402,Brody Eldridge,IND,TE,23,14,8,0,0,0,0,0,0,0,,0,9,5,39,7.80,0,0,,0,,,4,8.9,8.9,6.4,,84,
403,Mardy Gilyard,STL,WR,24,11,2,0,0,0,0,0,0,0,,0,16,6,63,10.50,0,1,1,0,,,4,10.3,11.3,7.3,,155,
404,Brandon James,IND,RB,23,3,0,0,0,0,0,0,0,0,,0,11,6,40,6.67,0,0,,0,,,4,10.0,10.0,7.0,,119,
405,Dwayne Jarrett,CAR,WR,24,3,0,0,0,0,0,0,0,0,,0,5,2,40,20.00,0,0,,0,,,4,6.0,6.0,5.0,,157,
406,Gartrell Johnson,ATL,RB,24,9,0,0,0,0,0,0,10,36,3.60,0,5,3,6,2.00,0,1,,0,,,4,7.2,7.2,5.7,,118,
407,Reggie Kelly,CIN,TE,33,16,14,0,0,0,0,0,0,0,,0,13,10,42,4.20,0,0,,0,,,4,14.2,14.2,9.2,,82,
408,Taylor Price,NWE,WR,23,1,0,0,0,0,0,0,0,0,,0,4,3,41,13.67,0,0,,0,,,4,7.1,7.1,5.6,,156,
409,Ryan Purvis,TAM,TE,24,10,2,0,0,0,0,0,0,0,,0,6,5,38,7.60,0,0,,0,,,4,8.8,8.8,6.3,,85,
410,Tony Richardson ,NYJ,RB,39,16,10,0,0,0,0,0,5,13,2.60,0,5,5,31,6.20,0,0,,0,,,4,9.4,9.4,6.9,,117,
411,Mickey Shuler,MIA,TE,24,6,2,0,0,0,0,0,0,0,,0,5,2,44,22.00,0,0,,0,,,4,6.4,6.4,5.4,,80,
412,Stephen Spach,ARI,TE,28,15,11,0,0,0,0,0,0,0,,0,17,7,40,5.71,0,0,,0,,,4,11.0,11.0,7.5,,83,
413,Jerramy Stevens,TAM,TE,31,5,1,0,0,0,0,0,0,0,,0,5,3,43,14.33,0,0,,0,,,4,7.3,7.3,5.8,,81,
414,Albert Young,MIN,RB,25,3,0,0,0,0,0,0,13,29,2.23,0,2,2,11,5.50,0,0,,0,,,4,6.0,6.0,5.0,,120,
415,Nate Byham,SFO,TE,22,14,3,0,0,0,0,0,0,0,,0,7,5,27,5.40,0,0,,0,,,3,7.7,7.7,5.2,,89,
416,Rock Cartwright,OAK,RB,31,16,0,0,0,0,0,0,9,22,2.44,0,3,1,10,10.00,0,0,,0,,,3,4.2,4.2,3.7,,122,
417,Chase Coffman ,CIN,TE,24,6,0,0,0,0,0,0,0,0,,0,5,3,30,10.00,0,0,,0,,,3,6.0,6.0,4.5,,88,
418,Mike Cox,KAN,RB,25,7,2,0,0,0,0,0,0,0,,0,4,4,27,6.75,0,0,,0,,,3,6.7,6.7,4.7,,125,
419,Jeff Dugan,MIN,TE,29,16,4,0,0,0,0,0,2,2,1.00,0,5,4,30,7.50,0,0,,0,,,3,7.2,7.2,5.2,,86,
420,Jonathan Dwyer,PIT,RB,21,1,0,0,0,0,0,0,9,28,3.11,0,0,0,0,,0,0,,0,,,3,2.8,2.8,2.8,,123,
421,Quinn Johnson,GNB,RB,24,11,4,0,0,0,0,0,0,0,,0,4,3,26,8.67,0,0,,0,,,3,5.6,5.6,4.1,,127,
422,Mike Karney,STL,RB,29,12,5,0,0,0,0,0,6,12,2.00,0,5,5,14,2.80,0,0,,0,,,3,7.6,7.6,5.1,,126,
423,Jake O'Connell,KAN,TE,25,15,2,0,0,0,0,0,0,0,,0,4,3,31,10.33,0,0,,0,,,3,6.1,6.1,4.6,,87,
424,Kevin Ogletree,DAL,WR,23,6,0,0,0,0,0,0,0,0,,0,6,3,34,11.33,0,0,,0,,,3,6.4,6.4,4.9,,158,
425,Patrick Turner,NYJ,WR,23,5,0,0,0,0,0,0,0,0,,0,2,2,26,13.00,0,0,,0,,,3,4.6,4.6,3.6,,160,
426,Lawrence Vickers,CLE,RB,27,16,4,0,0,0,0,0,5,11,2.20,0,9,4,15,3.75,0,0,,0,,,3,6.6,6.6,4.6,,128,
427,Derrick Williams,DET,WR,24,7,1,0,0,0,0,0,0,0,,0,5,3,30,10.00,0,0,,0,,,3,6.0,6.0,4.5,,159,
428,Michael Bennett,OAK,RB,32,7,0,0,0,0,0,0,2,11,5.50,0,2,2,9,4.50,0,0,,0,,,2,4.0,4.0,3.0,,131,
429,Brock Bolen,JAX,RB,25,4,0,0,0,0,0,0,0,0,,0,3,1,15,15.00,0,0,,0,,,2,2.5,2.5,2.0,,136,
430,Michael Clayton,NYG,WR,28,6,0,0,0,0,0,0,0,0,,0,4,2,19,9.50,0,0,,0,,,2,3.9,3.9,2.9,,161,
431,Chase Daniel,NOR,QB,24,13,0,2,3,16,0,0,2,16,8.00,0,0,0,0,,0,1,,0,,,2,2.2,2.2,2.2,,63,
432,Max Hall,ARI,QB,25,6,3,39,78,370,1,6,1,-5,-5.00,0,0,0,0,,0,5,2,0,,,2,2.3,13.3,8.3,,62,
433,Caleb Hanie,CHI,QB,25,2,0,5,7,55,0,0,1,-1,-1.00,0,0,0,0,,0,0,,0,,,2,2.1,2.1,2.1,,64,
434,Kareem Huggins,TAM,RB,24,3,0,0,0,0,0,0,4,11,2.75,0,2,1,7,7.00,0,0,,0,,,2,2.8,2.8,2.3,,133,
435,Byron Leftwich,PIT,QB,30,1,0,5,7,42,0,0,0,0,,0,0,0,0,,0,0,,0,,,2,1.7,1.7,1.7,,67,
436,Reagan Maui'a,ARI,RB,26,15,4,0,0,0,0,0,0,0,,0,6,2,20,10.00,0,0,,0,,,2,4.0,4.0,3.0,,130,
437,Garrett Mills,PHI,RB,27,7,3,0,0,0,0,0,0,0,,0,3,2,19,9.50,0,0,,0,,,2,3.9,3.9,2.9,,132,
438,Moran Norris,SFO,RB,32,16,11,0,0,0,0,0,3,0,0.00,0,9,4,20,5.00,0,0,,0,,,2,6.0,6.0,4.0,,129,
439,Jerious Norwood,ATL,RB,27,2,0,0,0,0,0,0,2,8,4.00,0,3,1,9,9.00,0,0,,0,,,2,2.7,2.7,2.2,,134,
440,Fendi Onobun,STL,TE,24,3,0,0,0,0,0,0,0,0,,0,4,2,15,7.50,0,0,,0,,,2,3.5,3.5,2.5,,91,
441,Tyler Palko,KAN,QB,27,2,0,4,6,35,0,0,2,5,2.50,0,0,0,0,,0,0,,0,,,2,1.9,1.9,1.9,,65,
442,Tony Pike,CAR,QB,24,1,0,6,12,47,0,0,0,0,,0,0,0,0,,0,0,,0,,,2,1.9,1.9,1.9,,66,
443,Zach Potter,JAX,TE,24,13,1,0,0,0,0,0,0,0,,0,7,3,24,8.00,0,0,,0,,,2,5.4,5.4,3.9,,90,
444,Matt Willis,DEN,WR,26,6,0,0,0,0,0,0,0,0,,0,2,1,17,17.00,0,0,,0,,,2,2.7,2.7,2.2,,163,
445,Sam Aiken,CLE,WR,30,3,0,0,0,0,0,0,0,0,,0,1,1,7,7.00,0,0,,0,,,1,1.7,1.7,1.2,,169,
446,Kyle Boller,OAK,QB,29,5,0,2,4,25,0,1,7,18,2.57,0,0,0,0,,0,1,,0,,,1,0.8,1.8,1.8,,68,
447,Lorenzo Booker,MIN,RB,26,4,0,0,0,0,0,0,0,0,,0,6,5,32,6.40,0,1,1,0,,,1,6.2,7.2,3.7,,139,
448,Curtis Brinkley,SDG,RB,25,3,0,0,0,0,0,0,2,11,5.50,0,0,0,0,,0,0,,0,,,1,1.1,1.1,1.1,,140,
449,David Carr,SFO,QB,31,1,0,5,13,67,0,1,0,0,,0,0,0,0,,0,0,,0,,,1,0.7,1.7,1.7,,72,
450,Desmond Clark,CHI,TE,33,5,0,0,0,0,0,0,0,0,,0,2,1,12,12.00,0,0,,0,,,1,2.2,2.2,1.7,,92,
451,Kevin Curtis,MIA,WR,32,2,0,0,0,0,0,0,1,6,6.00,0,2,1,6,6.00,0,0,,0,,,1,2.2,2.2,1.7,,165,
452,Armanti Edwards,CAR,WR,22,3,0,1,1,0,0,0,1,7,7.00,0,2,0,0,,0,1,,0,,,1,0.7,0.7,0.7,,170,
453,Richard Goodman,SDG,WR,23,3,0,0,0,0,0,0,0,0,,0,2,1,25,25.00,0,1,1,0,,,1,1.5,2.5,1.0,,172,
454,Korey Hall,GNB,RB,27,12,6,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,0,,0,,,1,1.9,1.9,1.4,,142,
455,Ben Hartsock ,NYJ,TE,30,16,7,0,0,0,0,0,0,0,,0,3,1,7,7.00,0,0,,0,,,1,1.7,1.7,1.2,,96,
456,Madison Hedgecock,NYG,RB,29,4,3,0,0,0,0,0,0,0,,0,2,2,8,4.00,0,0,,0,,,1,2.8,2.8,1.8,,144,
457,Paul Hubbard,BUF,WR,25,1,1,0,0,0,0,0,0,0,,0,3,1,8,8.00,0,0,,0,,,1,1.8,1.8,1.3,,168,
458,Tory Humphrey,NOR,TE,27,6,2,0,0,0,0,0,0,0,,0,2,1,12,12.00,0,0,,0,,,1,2.2,2.2,1.7,,93,
459,Manuel Johnson,DAL,WR,24,2,0,0,0,0,0,0,0,0,,0,5,1,6,6.00,0,0,,0,,,1,1.6,1.6,1.1,,171,
460,Erik Lorig,TAM,RB,24,9,1,0,0,0,0,0,0,0,,0,2,1,10,10.00,0,0,,0,,,1,2.0,2.0,1.5,,141,
461,Kregg Lumpkin,TAM,RB,26,11,0,0,0,0,0,0,1,0,0.00,0,1,1,12,12.00,0,0,,0,,,1,2.2,2.2,1.7,,137,
462,Carlton Mitchell ,CLE,WR,22,5,0,0,0,0,0,0,1,9,9.00,0,1,0,0,,0,0,,0,,,1,0.9,0.9,0.9,,166,
463,Shawn Nelson,BUF,TE,25,5,1,0,0,0,0,0,0,0,,0,4,3,25,8.33,0,1,1,0,,,1,3.5,4.5,2.0,,98,
464,Jordan Palmer,CIN,QB,26,1,0,3,3,18,0,0,0,0,,0,0,0,0,,0,0,,0,,,1,0.7,0.7,0.7,,70,
465,Cedric Peerman,CIN,RB,24,7,0,0,0,0,0,0,2,1,0.50,0,3,1,11,11.00,0,0,,0,,,1,2.2,2.2,1.7,,138,
466,Chad Pennington,MIA,QB,34,1,1,1,2,19,0,0,0,0,,0,0,0,0,,0,0,,0,,,1,0.8,0.8,0.8,,69,
467,Richard Quinn,DEN,TE,24,14,4,0,0,0,0,0,0,0,,0,2,1,9,9.00,0,0,,0,,,1,1.9,1.9,1.4,,94,
468,Chris Redman,ATL,QB,33,2,0,4,6,20,0,0,1,-1,-1.00,0,0,0,0,,0,0,,0,,,1,0.7,0.7,0.7,,71,
469,Alex Smith,CLE,TE,28,3,1,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,0,,0,,,1,1.6,1.6,1.1,,97,
470,Kyle Williams,SFO,WR,22,5,0,0,0,0,0,0,0,0,,0,1,1,8,8.00,0,0,,0,,,1,1.8,1.8,1.3,,167,
471,Garrett Wolfe,CHI,RB,26,16,0,0,0,0,0,0,4,8,2.00,0,0,0,0,,0,0,,0,,,1,0.8,0.8,0.8,,143,
472,Andre' Anderson ,BUF,,22,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,162,
473,Deon Anderson ,DAL,,27,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,3,
474,Jake Ballard,NYG,,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,102,
475,Gary Banks,SDG,WR,29,2,2,0,0,0,0,0,0,0,,0,3,1,2,2.00,0,0,,0,,,,1.2,1.2,0.7,,176,
476,Gary Barnidge,CAR,,25,16,3,0,0,0,0,0,0,0,,0,9,0,0,,0,0,,0,,,,,,,,117,
477,Arnaz Battle,PIT,,30,15,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,,0,,,,,,,,185,
478,Chris Brooks,IND,,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,182,
479,Duke Calhoun,NYG,WR,23,9,0,0,0,0,0,0,0,0,,0,2,1,4,4.00,0,0,,0,,,,1.4,1.4,0.9,,173,
480,Jehuu Caulcrick,BUF,RB,27,2,0,0,0,0,0,0,1,2,2.00,0,0,0,0,,0,0,,0,,,,0.2,0.2,0.2,,147,
481,Brian Clark,DET,,27,4,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,183,
482,Colin Cloherty,SFO,,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,108,
483,Brodie Croyle,KAN,QB,27,2,1,8,19,38,0,1,0,0,,0,0,0,0,,0,0,,0,,,,-0.5,0.5,0.5,,77,
484,Victor Cruz,NYG,,24,3,0,,,,,,,,,,,,,,,,,0,,,,,,,,196,
485,Jeff Cumberland,NYJ,TE,23,1,0,0,0,0,0,0,0,0,,0,2,1,3,3.00,0,0,,0,,,,1.3,1.3,0.8,,99,
486,Dominique Curry,STL,,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,180,
487,Britt Davis,DEN,,24,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,191,
488,Garrett Graham,HOU,,24,6,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,110,
489,Clark Harris,CIN,,26,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,112,
490,Chris Henry ,SEA,,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,156,
491,Lex Hilliard,MIA,RB,26,16,0,0,0,0,0,0,0,0,,0,2,1,3,3.00,0,0,,0,,,,1.3,1.3,0.8,,146,
492,Jesse Holley,DAL,,26,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,179,
493,Jeremy Horne,KAN,,24,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,190,
494,Rashawn Jackson,CAR,,23,2,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,153,
495,Brian Jennings,SFO,,34,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,107,
496,Darcy Johnson ,STL,,27,4,2,0,0,0,0,0,0,0,,0,2,0,0,,0,0,,0,,,,,,,,111,
497,Jerome Johnson,ARI,,25,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,159,
498,Larry Johnson,WAS,RB,31,2,0,0,0,0,0,0,5,2,0.40,0,0,0,0,,0,0,,0,,,,0.2,0.2,0.2,,148,
499,Onrea Jones,ARI,,27,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,181,
500,Billy Latsko,SDG,,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,154,
501,Mike Leach,ARI,,34,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,116,
502,Charly Martin ,CAR,,26,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,189,
503,Jeron Mastrud,MIA,,23,8,2,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,101,
504,John Matthews,JAX,,24,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,178,
505,Anthony McCoy,SEA,,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,105,
506,Lonyae Miller,DAL,,22,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,151,
507,Matthew Mulligan,NYJ,,25,13,1,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,109,
508,John Nalbone,MIA,,24,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,114,
509,Dan Orlovsky,HOU,,27,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,74,
510,Montell Owens,JAX,,26,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,152,
511,Jalen Parmele,BAL,,25,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,,0,,,,,,,,161,
512,Dennis Pitta,BAL,TE,25,11,0,0,0,0,0,0,0,0,,0,5,1,1,1.00,0,0,,0,,,,1.1,1.1,0.6,,100,
513,Sage Rosenfels,NYG,QB,32,12,0,0,0,0,0,0,3,-3,-1.00,0,0,0,0,,0,0,,0,,,,-0.3,-0.3,-0.3,,76,
514,Martin Rucker,DAL,,25,5,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,103,
515,Derek Schouman,STL,,25,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,113,
516,Chad Simpson,WAS,,25,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,150,
517,Matthew Slater,NWE,,25,15,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,177,
518,Alfonso Smith,ARI,,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,155,
519,Antone Smith,ATL,RB,25,9,0,0,0,0,0,0,1,-3,-3.00,0,1,0,0,,0,0,,0,,,,-0.3,-0.3,-0.3,,164,
520,Marcus Smith,BAL,,25,14,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,186,
521,Rusty Smith,TEN,QB,23,2,1,20,40,200,0,4,0,0,,0,0,0,0,,0,0,,0,,,,,4.0,4.0,,73,
522,Taj Smith,IND,,27,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,184,
523,Justin Snow,IND,,34,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,104,
524,Derrick Townsel,HOU,,22,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,188,
525,Billy Volek,SDG,QB,34,3,0,1,1,8,0,0,6,-5,-0.83,0,0,0,0,,0,0,,0,,,,-0.2,-0.2,-0.2,,75,
526,Chauncey Washington,STL,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,158,
527,Leonard Weaver,PHI,RB,28,1,0,0,0,0,0,0,1,0,0.00,0,0,0,0,,0,0,,0,,,,,,,,157,
